timestamp,symbol,instrument_type,open,high,low,close,volume
2020-02-26 09:30:00,GOOGL,stock,69.75,70.68,68.83,69.52,49776000
2020-02-27 09:30:00,AAPL,stock,70.28,71.50,68.24,68.38,320605600
2020-02-27 09:30:00,MSFT,stock,163.32,167.03,157.98,158.18,93174900
2020-02-27 09:30:00,GOOGL,stock,67.96,68.47,65.71,65.75,62290000
2020-02-28 09:30:00,AAPL,stock,64.32,69.60,64.09,68.34,426510000
2020-02-28 09:30:00,MSFT,stock,152.41,163.71,152.00,162.01,97012700
2020-02-28 09:30:00,GOOGL,stock,63.72,67.12,63.41,66.96,80198000
2020-03-02 09:30:00,AAPL,stock,70.57,75.36,69.43,74.70,341397200
2020-03-02 09:30:00,MSFT,stock,165.31,172.92,162.31,172.79,71030800
2020-03-02 09:30:00,GOOGL,stock,67.57,69.37,66.26,69.32,55430000
2020-03-03 09:30:00,AAPL,stock,75.92,76.00,71.45,72.33,319475600
2020-03-03 09:30:00,MSFT,stock,173.80,175.00,162.26,164.51,71677000
2020-03-03 09:30:00,GOOGL,stock,69.88,70.41,66.46,66.89,56602000
2020-03-04 09:30:00,AAPL,stock,74.11,75.85,73.28,75.68,219178400
2020-03-04 09:30:00,MSFT,stock,168.49,170.70,165.62,170.55,49814400
2020-03-04 09:30:00,GOOGL,stock,67.95,69.14,66.85,69.08,47598000
2020-03-05 09:30:00,AAPL,stock,73.88,74.89,72.85,73.23,187572800
2020-03-05 09:30:00,MSFT,stock,166.05,170.87,165.69,166.27,47817300
2020-03-05 09:30:00,GOOGL,stock,67.28,67.68,65.08,65.74,54380000
2020-03-06 09:30:00,AAPL,stock,70.50,72.71,70.31,72.26,226176800
2020-03-06 09:30:00,MSFT,stock,162.61,163.11,156.00,161.57,72821100
2020-03-06 09:30:00,GOOGL,stock,63.50,65.14,62.86,64.79,64640000
2020-03-09 09:30:00,AAPL,stock,65.94,69.52,65.75,66.54,286744800
2020-03-09 09:30:00,MSFT,stock,151.00,157.75,150.00,150.62,70419300
2020-03-09 09:30:00,GOOGL,stock,60.25,62.64,59.90,60.79,69252000
2020-03-10 09:30:00,AAPL,stock,69.29,71.61,67.34,71.33,285290000
2020-03-10 09:30:00,MSFT,stock,158.16,161.03,152.58,160.92,65354400
2020-03-10 09:30:00,GOOGL,stock,62.72,63.79,60.73,63.76,54872000
2020-03-11 09:30:00,AAPL,stock,69.35,70.31,67.96,68.86,255598800
2020-03-11 09:30:00,MSFT,stock,157.13,157.70,151.15,153.63,56371600
2020-03-11 09:30:00,GOOGL,stock,62.41,62.85,59.56,60.54,54732000
2020-03-12 09:30:00,AAPL,stock,63.99,67.50,62.00,62.06,418474000
2020-03-12 09:30:00,MSFT,stock,145.30,153.47,138.58,139.06,93226400
2020-03-12 09:30:00,GOOGL,stock,56.13,59.44,55.42,55.58,94326000
2020-03-13 09:30:00,AAPL,stock,66.22,69.98,63.24,69.49,370732000
2020-03-13 09:30:00,MSFT,stock,147.50,161.91,140.73,158.83,92727400
2020-03-13 09:30:00,GOOGL,stock,58.75,60.72,55.61,60.71,79400000
2020-03-16 09:30:00,AAPL,stock,60.49,64.77,60.00,60.55,322423600
2020-03-16 09:30:00,MSFT,stock,140.00,149.35,135.00,135.42,87905900
2020-03-16 09:30:00,GOOGL,stock,54.48,57.27,53.35,53.65,96520000
2020-03-17 09:30:00,AAPL,stock,61.88,64.40,59.60,63.22,324056000
2020-03-17 09:30:00,MSFT,stock,140.00,147.50,135.00,146.57,81059800
2020-03-17 09:30:00,GOOGL,stock,54.53,56.30,52.46,55.90,83194000
2020-03-18 09:30:00,AAPL,stock,59.94,62.50,59.28,61.67,300233600
2020-03-18 09:30:00,MSFT,stock,138.00,146.00,135.02,140.40,81593200
2020-03-18 09:30:00,GOOGL,stock,53.00,55.25,51.85,54.56,93044000
2020-03-19 09:30:00,AAPL,stock,61.85,63.21,60.65,61.19,271857200
2020-03-19 09:30:00,MSFT,stock,142.77,150.15,139.00,142.71,85922700
2020-03-19 09:30:00,GOOGL,stock,54.41,57.63,52.78,55.58,74064000
2020-03-20 09:30:00,AAPL,stock,61.79,62.96,57.00,57.31,401693200
2020-03-20 09:30:00,MSFT,stock,146.00,147.10,135.86,137.35,84866200
2020-03-20 09:30:00,GOOGL,stock,56.54,56.92,53.10,53.41,82878000
2020-03-23 09:30:00,AAPL,stock,57.02,57.12,53.15,56.09,336752800
2020-03-23 09:30:00,MSFT,stock,137.01,140.57,132.52,135.98,78975200
2020-03-23 09:30:00,GOOGL,stock,52.82,53.35,50.44,52.71,83672000
2020-03-24 09:30:00,AAPL,stock,59.09,61.92,58.58,61.72,287531200
2020-03-24 09:30:00,MSFT,stock,143.75,149.60,141.27,148.34,82516700
2020-03-24 09:30:00,GOOGL,stock,55.20,56.67,54.32,56.50,72468000
2020-03-25 09:30:00,AAPL,stock,62.69,64.56,61.08,61.38,303602000
2020-03-25 09:30:00,MSFT,stock,148.91,154.33,144.44,146.92,75638200
2020-03-25 09:30:00,GOOGL,stock,56.23,57.31,54.15,55.08,90324000
2020-03-26 09:30:00,AAPL,stock,61.63,64.67,61.59,64.61,252087200
2020-03-26 09:30:00,MSFT,stock,148.40,156.66,148.37,156.11,64568100
2020-03-26 09:30:00,GOOGL,stock,55.74,58.57,54.60,58.15,76562000
2020-03-27 09:30:00,AAPL,stock,63.19,63.97,61.76,61.94,204216800
2020-03-27 09:30:00,MSFT,stock,151.75,154.89,149.20,149.70,57042300
2020-03-27 09:30:00,GOOGL,stock,56.37,57.55,55.20,55.51,62794000
2020-03-30 09:30:00,AAPL,stock,62.69,63.88,62.35,63.70,167976400
2020-03-30 09:30:00,MSFT,stock,152.44,160.60,150.01,160.23,63420300
2020-03-30 09:30:00,GOOGL,stock,56.63,57.55,54.92,57.32,58736000
2020-03-31 09:30:00,AAPL,stock,63.90,65.62,63.00,63.57,197002000
2020-03-31 09:30:00,MSFT,stock,159.40,164.78,156.56,157.71,77927200
2020-03-31 09:30:00,GOOGL,stock,57.44,58.67,56.84,58.10,65228000
2020-04-01 09:30:00,AAPL,stock,61.62,62.18,59.78,60.23,176218400
2020-04-01 09:30:00,MSFT,stock,153.00,157.75,150.82,152.11,57969900
2020-04-01 09:30:00,GOOGL,stock,56.20,56.47,54.67,55.10,51970000
2020-04-02 09:30:00,AAPL,stock,60.08,61.29,59.22,61.23,165934000
2020-04-02 09:30:00,MSFT,stock,151.86,155.48,150.36,155.26,49630700
2020-04-02 09:30:00,GOOGL,stock,55.00,56.14,54.66,55.85,56410000
2020-04-03 09:30:00,AAPL,stock,60.70,61.42,59.74,60.35,129880000
2020-04-03 09:30:00,MSFT,stock,155.10,157.38,152.19,153.83,41243300
2020-04-03 09:30:00,GOOGL,stock,55.74,55.94,53.75,54.63,51374000
2020-04-06 09:30:00,AAPL,stock,62.72,65.78,62.35,65.62,201820400
2020-04-06 09:30:00,MSFT,stock,160.32,166.50,157.58,165.27,67111700
2020-04-06 09:30:00,GOOGL,stock,56.65,59.54,56.25,59.16,63320000
2020-04-07 09:30:00,AAPL,stock,67.70,67.93,64.75,64.86,202887200
2020-04-07 09:30:00,MSFT,stock,169.59,170.00,163.26,163.49,62769000
2020-04-07 09:30:00,GOOGL,stock,60.85,61.04,58.86,59.13,61620000
2020-04-08 09:30:00,AAPL,stock,65.68,66.84,65.31,66.52,168895200
2020-04-08 09:30:00,MSFT,stock,165.67,166.67,163.50,165.13,48318200
2020-04-08 09:30:00,GOOGL,stock,60.15,60.74,59.20,60.35,40334000
2020-04-09 09:30:00,AAPL,stock,67.18,67.52,66.18,67.00,161834800
2020-04-09 09:30:00,MSFT,stock,166.36,167.37,163.33,165.14,51385100
2020-04-09 09:30:00,GOOGL,stock,60.91,61.10,59.62,60.33,54028000
2020-04-13 09:30:00,AAPL,stock,67.08,68.43,66.46,68.31,131022800
2020-04-13 09:30:00,MSFT,stock,164.35,165.57,162.30,165.51,41905300
2020-04-13 09:30:00,GOOGL,stock,60.08,60.73,59.12,60.52,38702000
2020-04-14 09:30:00,AAPL,stock,70.00,72.06,69.51,71.76,194994800
2020-04-14 09:30:00,MSFT,stock,169.00,173.75,168.00,173.70,52874300
2020-04-14 09:30:00,GOOGL,stock,62.00,63.79,61.43,63.26,63358000
2020-04-15 09:30:00,AAPL,stock,70.60,71.58,70.16,71.11,131154400
2020-04-15 09:30:00,MSFT,stock,171.20,173.57,169.24,171.88,40940800
2020-04-15 09:30:00,GOOGL,stock,62.33,63.76,61.70,62.87,42236000
2020-04-16 09:30:00,AAPL,stock,71.85,72.05,70.59,71.67,157125200
2020-04-16 09:30:00,MSFT,stock,174.30,177.28,172.90,177.04,50479600
2020-04-16 09:30:00,GOOGL,stock,63.36,63.67,61.91,62.87,57896000
2020-04-17 09:30:00,AAPL,stock,71.17,71.74,69.21,70.70,215250000
2020-04-17 09:30:00,MSFT,stock,179.50,180.00,175.87,178.60,52765600
2020-04-17 09:30:00,GOOGL,stock,64.08,64.50,63.30,63.95,51050000
2020-04-20 09:30:00,AAPL,stock,69.49,70.42,69.21,69.23,130015200
2020-04-20 09:30:00,MSFT,stock,176.63,178.75,174.99,175.06,36669600
2020-04-20 09:30:00,GOOGL,stock,63.49,63.84,62.82,63.06,35292000
2020-04-21 09:30:00,AAPL,stock,69.07,69.31,66.36,67.09,180991600
2020-04-21 09:30:00,MSFT,stock,173.50,173.67,166.11,167.82,56203700
2020-04-21 09:30:00,GOOGL,stock,62.14,62.50,60.25,60.61,49648000
2020-04-22 09:30:00,AAPL,stock,68.40,69.47,68.05,69.03,116862400
2020-04-22 09:30:00,MSFT,stock,171.39,174.00,170.82,173.52,34620200
2020-04-22 09:30:00,GOOGL,stock,62.06,63.99,61.86,62.92,46296000
2020-04-23 09:30:00,AAPL,stock,68.97,70.44,68.72,68.76,124814400
2020-04-23 09:30:00,MSFT,stock,174.11,175.06,170.91,171.42,32790800
2020-04-23 09:30:00,GOOGL,stock,63.29,64.41,63.03,63.56,34202000
2020-04-24 09:30:00,AAPL,stock,69.30,70.75,69.25,70.74,126161200
2020-04-24 09:30:00,MSFT,stock,172.06,174.56,170.71,174.55,34277600
2020-04-24 09:30:00,GOOGL,stock,62.75,63.89,62.20,63.83,37402000
2020-04-27 09:30:00,AAPL,stock,70.45,71.14,69.99,70.79,117087600
2020-04-27 09:30:00,MSFT,stock,176.59,176.90,173.30,174.05,33194400
2020-04-27 09:30:00,GOOGL,stock,64.60,64.71,63.25,63.54,44186000
2020-04-28 09:30:00,AAPL,stock,71.27,71.46,69.55,69.64,112004800
2020-04-28 09:30:00,MSFT,stock,175.59,175.67,169.39,169.81,34392700
2020-04-28 09:30:00,GOOGL,stock,64.16,64.24,61.52,61.63,80700000
2020-04-29 09:30:00,AAPL,stock,71.18,72.42,70.97,71.93,137280800
2020-04-29 09:30:00,MSFT,stock,173.22,177.68,171.88,177.43,51286600
2020-04-29 09:30:00,GOOGL,stock,67.25,68.01,66.34,67.11,108358000
2020-04-30 09:30:00,AAPL,stock,72.49,73.63,72.09,73.45,183064000
2020-04-30 09:30:00,MSFT,stock,180.00,180.40,176.23,179.21,53875900
2020-04-30 09:30:00,GOOGL,stock,66.57,67.50,66.07,67.33,55842000
2020-05-01 09:30:00,AAPL,stock,71.56,74.75,71.46,72.27,240616800
2020-05-01 09:30:00,MSFT,stock,175.80,178.64,174.01,174.57,39370500
2020-05-01 09:30:00,GOOGL,stock,66.20,67.57,65.48,65.87,48872000
2020-05-04 09:30:00,AAPL,stock,72.29,73.42,71.58,73.29,133568000
2020-05-04 09:30:00,MSFT,stock,174.49,179.00,173.80,178.84,30372900
2020-05-04 09:30:00,GOOGL,stock,65.41,66.22,64.80,66.14,30806000
2020-05-05 09:30:00,AAPL,stock,73.76,75.25,73.61,74.39,147751200
2020-05-05 09:30:00,MSFT,stock,180.62,183.65,179.90,180.76,36839200
2020-05-05 09:30:00,GOOGL,stock,66.88,68.55,66.75,67.45,39666000
2020-05-06 09:30:00,AAPL,stock,75.11,75.81,74.72,75.16,142333600
2020-05-06 09:30:00,MSFT,stock,182.08,184.20,181.63,182.54,32139300
2020-05-06 09:30:00,GOOGL,stock,67.90,68.43,67.26,67.27,31732000
2020-05-07 09:30:00,AAPL,stock,75.81,76.29,75.49,75.93,115215200
2020-05-07 09:30:00,MSFT,stock,184.17,184.55,182.58,183.60,28316000
2020-05-07 09:30:00,GOOGL,stock,68.07,68.80,67.63,68.46,30652000
2020-05-08 09:30:00,AAPL,stock,76.41,77.59,76.07,77.53,133838400
2020-05-08 09:30:00,MSFT,stock,184.98,185.00,183.36,184.68,30877800
2020-05-08 09:30:00,GOOGL,stock,69.09,69.83,68.60,69.22,33326000
2020-05-11 09:30:00,AAPL,stock,77.03,79.26,76.81,78.75,145946400
2020-05-11 09:30:00,MSFT,stock,183.15,187.51,182.85,186.74,30892700
2020-05-11 09:30:00,GOOGL,stock,68.84,70.78,68.78,70.18,32718000
2020-05-12 09:30:00,AAPL,stock,79.46,79.92,77.73,77.85,162301200
2020-05-12 09:30:00,MSFT,stock,186.80,187.04,182.30,182.51,32038200
2020-05-12 09:30:00,GOOGL,stock,70.41,70.72,68.73,68.76,33918000
2020-05-13 09:30:00,AAPL,stock,78.04,78.99,75.80,76.91,200622400
2020-05-13 09:30:00,MSFT,stock,182.55,184.05,176.54,179.75,44711500
2020-05-13 09:30:00,GOOGL,stock,68.81,69.27,66.40,67.42,40368000
2020-05-14 09:30:00,AAPL,stock,76.13,77.45,75.38,77.39,158929200
2020-05-14 09:30:00,MSFT,stock,177.54,180.69,175.68,180.53,41873900
2020-05-14 09:30:00,GOOGL,stock,66.68,67.87,66.17,67.84,36660000
2020-05-15 09:30:00,AAPL,stock,75.09,76.97,75.05,76.93,166348400
2020-05-15 09:30:00,MSFT,stock,179.06,187.06,177.00,183.16,46610400
2020-05-15 09:30:00,GOOGL,stock,67.41,68.73,66.95,68.65,41544000
2020-05-18 09:30:00,AAPL,stock,78.29,79.12,77.58,78.74,135178400
2020-05-18 09:30:00,MSFT,stock,185.75,186.20,183.96,184.91,35264500
2020-05-18 09:30:00,GOOGL,stock,68.08,69.64,67.71,69.26,47094000
2020-05-19 09:30:00,AAPL,stock,78.76,79.63,78.25,78.29,101729600
2020-05-19 09:30:00,MSFT,stock,185.03,186.60,183.49,183.63,26799100
2020-05-19 09:30:00,GOOGL,stock,69.27,69.62,68.69,68.72,31586000
2020-05-20 09:30:00,AAPL,stock,79.17,79.88,79.13,79.81,111504800
2020-05-20 09:30:00,MSFT,stock,184.81,185.85,183.94,185.66,31261300
2020-05-20 09:30:00,GOOGL,stock,69.46,70.60,69.37,70.46,38262000
2020-05-21 09:30:00,AAPL,stock,79.67,80.22,78.97,79.21,102688800
2020-05-21 09:30:00,MSFT,stock,185.40,186.67,183.29,183.43,29119500
2020-05-21 09:30:00,GOOGL,stock,70.55,70.82,69.72,70.34,30894000
2020-05-22 09:30:00,AAPL,stock,78.94,79.81,78.84,79.72,81803200
2020-05-22 09:30:00,MSFT,stock,183.19,184.46,182.54,183.51,20826900
2020-05-22 09:30:00,GOOGL,stock,70.19,70.85,69.80,70.66,28544000
2020-05-26 09:30:00,AAPL,stock,80.88,81.06,79.12,79.18,125522000
2020-05-26 09:30:00,MSFT,stock,186.34,186.50,181.10,181.57,36073600
2020-05-26 09:30:00,GOOGL,stock,72.10,72.26,70.97,71.07,44590000
2020-05-27 09:30:00,AAPL,stock,79.04,79.68,78.27,79.53,112945200
2020-05-27 09:30:00,MSFT,stock,180.20,181.99,176.60,181.81,39517100
2020-05-27 09:30:00,GOOGL,stock,71.00,71.27,69.73,71.01,31684000
2020-05-28 09:30:00,AAPL,stock,79.19,80.86,78.91,79.56,133560800
2020-05-28 09:30:00,MSFT,stock,180.74,184.15,180.38,181.40,33810200
2020-05-28 09:30:00,GOOGL,stock,70.00,72.22,69.95,70.91,35170000
2020-05-29 09:30:00,AAPL,stock,79.81,80.29,79.12,79.49,153532400
2020-05-29 09:30:00,MSFT,stock,182.73,184.27,180.41,183.25,42130400
2020-05-29 09:30:00,GOOGL,stock,71.02,71.84,70.80,71.68,37044000
2020-06-01 09:30:00,AAPL,stock,79.44,80.59,79.30,80.46,80791200
2020-06-01 09:30:00,MSFT,stock,182.54,183.00,181.46,182.83,22622400
2020-06-01 09:30:00,GOOGL,stock,71.29,72.08,71.11,71.74,25162000
2020-06-02 09:30:00,AAPL,stock,80.19,80.86,79.73,80.83,87642800
2020-06-02 09:30:00,MSFT,stock,184.25,185.00,181.35,184.91,30794600
2020-06-02 09:30:00,GOOGL,stock,71.75,72.15,71.08,72.12,23442000
2020-06-03 09:30:00,AAPL,stock,81.17,81.55,80.57,81.28,104491200
2020-06-03 09:30:00,MSFT,stock,184.82,185.94,183.58,185.36,27311000
2020-06-03 09:30:00,GOOGL,stock,72.14,72.45,71.58,71.96,27732000
2020-06-04 09:30:00,AAPL,stock,81.10,81.40,80.19,80.58,87560400
2020-06-04 09:30:00,MSFT,stock,184.30,185.84,182.30,182.92,28761800
2020-06-04 09:30:00,GOOGL,stock,71.84,72.07,70.30,70.71,26982000
2020-06-05 09:30:00,AAPL,stock,80.84,82.94,80.81,82.88,137250400
2020-06-05 09:30:00,MSFT,stock,182.62,187.73,182.01,187.20,39893600
2020-06-05 09:30:00,GOOGL,stock,70.78,72.32,70.38,72.00,42642000
2020-06-08 09:30:00,AAPL,stock,82.56,83.40,81.83,83.36,95654400
2020-06-08 09:30:00,MSFT,stock,185.94,188.55,184.44,188.36,33211600
2020-06-08 09:30:00,GOOGL,stock,71.31,72.45,71.22,72.40,33878000
2020-06-09 09:30:00,AAPL,stock,83.04,86.40,83.00,86.00,147712400
2020-06-09 09:30:00,MSFT,stock,188.00,190.70,187.26,189.80,29783900
2020-06-09 09:30:00,GOOGL,stock,72.26,73.39,72.12,72.60,33624000
2020-06-10 09:30:00,AAPL,stock,86.97,88.69,86.52,88.21,166651600
2020-06-10 09:30:00,MSFT,stock,191.13,198.52,191.01,196.84,43872300
2020-06-10 09:30:00,GOOGL,stock,73.08,73.64,72.72,73.24,31762000
2020-06-11 09:30:00,AAPL,stock,87.33,87.76,83.87,83.97,201662400
2020-06-11 09:30:00,MSFT,stock,193.13,195.76,186.07,186.27,52854700
2020-06-11 09:30:00,GOOGL,stock,72.05,72.58,69.92,70.10,47144000
2020-06-12 09:30:00,AAPL,stock,86.18,86.95,83.56,84.70,200146000
